SK_ID_CURR,TARGET
100001,0.08793150158920951
100005,0.16433693370695468
100013,0.1106708433199947
100028,0.07657424340017042
100038,0.15592395939981674
100042,0.0747313111446917
100057,0.10767347609846142
100065,0.1448104965023738
100066,0.06153264615187778
100067,0.12107745735165676
100074,0.09472741817712664
100090,0.14490559992570923
100091,0.1402598723545804
100092,0.13217485297931328
100106,0.18534258511914506
100107,0.13724885061409614
100109,0.13208950603901878
100117,0.11192663097969674
100128,0.08720530133912567
100141,0.1158856092245307
100150,0.08871993222062069
100168,0.0925162363650265
100169,0.06593021827911655
100170,0.10450351493289245
100171,0.12208058253932962
100172,0.1525926614267259
100184,0.10591452939103503
100187,0.0858026250258949
100212,0.10939448904565448
100222,0.11121913361866705
100223,0.07730844198937294
100232,0.0917393866811918
100241,0.16179323979972873
100245,0.097732014605147
100253,0.07840833523553303
100256,0.11019268549297555
100271,0.08190184871549878
100278,0.1253774022667027
100280,0.08849349779356834
100306,0.17469681735327008
100311,0.13918464281555096
100312,0.09439129980871486
100330,0.09286313891944332
100331,0.11828923191327335
100352,0.12334323178724824
100358,0.1231837883811834
100367,0.11615038056091402
100382,0.10247319279275863
100384,0.0891664752003787
100385,0.13955309042123726
100386,0.11122891707934954
100399,0.09895241218509132
100404,0.08663722218581504
100416,0.09288250434196098
100422,0.15879889682943116
100426,0.09994203410457991
100438,0.08101043627919109
100444,0.1372119469490073
100445,0.15009513584025444
100446,0.13616239251365023
100447,0.09404011712200346
100450,0.10871396635238274
100466,0.12191336473865323
100483,0.09260965408698593
100484,0.07433203138428125
100494,0.0990140860614364
100510,0.15669724230392904
100512,0.08897281662622203
100517,0.08812762548141945
100548,0.08785924736766106
100551,0.09974972625551912
100552,0.14926536380091093
100553,0.1026628831903331
100561,0.11135186404340418
100568,0.1435631631811258
100569,0.08783480616210737
100591,0.12284135812540885
100592,0.0689852300805106
100602,0.1257189530406869
100607,0.10297976214865215
100613,0.12189313880310972
100617,0.09426227068070107
100618,0.11573224811943054
100622,0.19000220337041773
100625,0.1486452931504703
100677,0.1050075974008918
100699,0.09467381202188252
100702,0.15532841941175846
100711,0.10778467806902194
100729,0.1728173874784173
100740,0.13798086907013776
100744,0.12268275053811066
100745,0.12088013580986914
100747,0.11458162493085276
100751,0.1378296415776346
100752,0.1170636549152401
100753,0.1721923921370463
100754,0.128666132247594
100760,0.14371890012229693
100762,0.12245838034665728
100763,0.09150154489157901
100765,0.09535677650144743
100770,0.11652835198546511
100772,0.10410657984972901
100777,0.1028691881544106
100791,0.08417874412497404
100792,0.07570751261091865
100797,0.1129596874284323
100823,0.11322831319622648
100826,0.11468960956946629
100830,0.09537988477454752
100836,0.15987018145596038
100872,0.09925813478760206
100910,0.10657498895812792
100913,0.08787118335401402
100918,0.09387303246180417
100931,0.07655479093125335
100952,0.14246565357784058
100953,0.1447271989588378
100965,0.13868732040350437
100970,0.11317594096734424
100982,0.1371761934441247
100983,0.10945791369045187
100984,0.08132653424159422
100987,0.1378414133228274
100997,0.10636036906204778
100998,0.15513760121381476
101002,0.13048432650719477
101005,0.15727550234069954
101008,0.14643116746388682
101020,0.1216201901234743
101021,0.1184724433822008
101024,0.11304835660587373
101025,0.1494212520019071
101026,0.130920615921661
101031,0.12216793881770587
101041,0.0757182090909587
